run_id,settlement_id,payment_id,order_id,type,amount,fee,tax,debit,credit,net_amount,currency,settled_at,unpacked_status,variance_category
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920018,order_MOCK_10018,payment,30713,614.26,110.57,724.83,30713,29988.17,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920019,order_MOCK_10019,payment,12824,256.48,46.17,302.65,12824,12521.35,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920020,order_MOCK_10020,payment,21042,420.84,75.75,496.59,21042,20545.41,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920021,order_MOCK_10021,payment,29909,598.18,107.67,705.85,29909,29203.15,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920022,order_MOCK_10022,payment,22421,448.42,80.72,529.14,22421,21891.86,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920023,order_MOCK_10023,payment,20020,400.4,72.07,472.47,20020,19547.53,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920024,order_MOCK_10024,payment,20046,400.92,72.17,473.09,20046,19572.91,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920025,order_MOCK_10025,payment,23388,467.76,84.2,551.96,23388,22836.04,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920026,order_MOCK_10026,payment,10755,215.1,38.72,253.82,10755,10501.18,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920027,order_MOCK_10027,refund,-24530,0,0,24530,0,-24530,INR,2026-08-03T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920028,order_MOCK_10028,payment,9719,194.38,34.99,229.37,9719,9489.63,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920029,order_MOCK_10029,payment,21222,424.44,76.4,500.84,21222,20721.16,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920030,order_MOCK_10030,payment,7111,142.22,25.6,167.82,7111,6943.18,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920031,order_MOCK_10031,payment,1847,36.94,6.65,43.59,1847,1803.41,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ101os78Ec,pay_N0920032,order_MOCK_10032,payment,26132,522.64,94.08,616.72,26132,25515.28,INR,2026-08-03T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920033,order_MOCK_10033,payment,18810,376.2,67.72,443.92,18810,18366.08,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920034,order_MOCK_10034,payment,11697,233.94,42.11,276.05,11697,11420.95,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920035,order_MOCK_10035,payment,37936,758.72,136.57,895.29,37936,37040.71,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920036,order_MOCK_10036,payment,19041,380.82,68.55,449.37,19041,18591.63,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920037,order_MOCK_10037,payment,20578,411.56,74.08,485.64,20578,20092.36,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920038,order_MOCK_10038,payment,6636,132.72,23.89,156.61,6636,6479.39,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920039,order_MOCK_10039,payment,2906,58.12,10.46,68.58,2906,2837.42,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920040,order_MOCK_10040,payment,3283,65.66,11.82,77.48,3283,3205.52,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920041,order_MOCK_10041,payment,9360,187.2,33.7,220.9,9360,9139.1,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920042,order_MOCK_10042,payment,29613,592.26,106.61,698.87,29613,28914.13,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920043,order_MOCK_10043,payment,13662,273.24,49.18,322.42,13662,13339.58,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920044,order_MOCK_10044,payment,19348,386.96,69.65,456.61,19348,18891.39,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920045,order_MOCK_10045,payment,16476,329.52,59.31,388.83,16476,16087.17,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920046,order_MOCK_10046,payment,32894,657.88,118.42,776.3,32894,32117.7,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920047,order_MOCK_10047,payment,36265,725.3,130.55,855.85,36265,35409.15,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920048,order_MOCK_10048,payment,30928,618.56,111.34,729.9,30928,30198.1,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920049,order_MOCK_10049,payment,29965,599.3,107.87,707.17,29965,29257.83,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920050,order_MOCK_10050,payment,14042,280.84,50.55,331.39,14042,13710.61,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920051,order_MOCK_10051,payment,4102,82.04,14.77,96.81,4102,4005.19,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920052,order_MOCK_10052,payment,35961,719.22,129.46,848.68,35961,35112.32,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920053,order_MOCK_10053,payment,28506,570.12,102.62,672.74,28506,27833.26,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920054,order_MOCK_10054,payment,15130,302.6,54.47,357.07,15130,14772.93,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920055,order_MOCK_10055,payment,20962,419.24,75.46,494.7,20962,20467.3,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920056,order_MOCK_10056,payment,23674,473.48,85.23,558.71,23674,23115.29,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920057,order_MOCK_10057,payment,3591,71.82,12.93,84.75,3591,3506.25,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920058,order_MOCK_10058,payment,4191,83.82,15.09,98.91,4191,4092.09,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920059,order_MOCK_10059,payment,26288,525.76,94.64,620.4,26288,25667.6,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920060,order_MOCK_10060,refund,-23719,0,0,23719,0,-23719,INR,2026-08-05T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920061,order_MOCK_10061,payment,33014,660.28,118.85,779.13,33014,32234.87,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920062,order_MOCK_10062,payment,30457,609.14,109.65,718.79,30457,29738.21,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920063,order_MOCK_10063,payment,20568,411.36,74.04,485.4,20568,20082.6,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920064,order_MOCK_10064,payment,34423,688.46,123.92,812.38,34423,33610.62,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920065,order_MOCK_10065,payment,14523,290.46,52.28,342.74,14523,14180.26,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920066,order_MOCK_10066,payment,34311,686.22,123.52,809.74,34311,33501.26,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920067,order_MOCK_10067,payment,10755,215.1,38.72,253.82,10755,10501.18,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ102os78Ec,pay_N0920068,order_MOCK_10068,payment,29144,582.88,104.92,687.8,29144,28456.2,INR,2026-08-05T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920069,order_MOCK_10069,payment,23313,466.26,83.93,550.19,23313,22762.81,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920070,order_MOCK_10070,payment,9145,182.9,32.92,215.82,9145,8929.18,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920071,order_MOCK_10071,payment,16620,332.4,59.83,392.23,16620,16227.77,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920072,order_MOCK_10072,payment,32331,646.62,116.39,763.01,32331,31567.99,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920073,order_MOCK_10073,payment,1236,24.72,4.45,29.17,1236,1206.83,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920074,order_MOCK_10074,payment,1443,28.86,5.19,34.05,1443,1408.95,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920075,order_MOCK_10075,refund,-37179,0,0,37179,0,-37179,INR,2026-08-07T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920076,order_MOCK_10076,payment,3458,69.16,12.45,81.61,3458,3376.39,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920077,order_MOCK_10077,payment,2790,55.8,10.04,65.84,2790,2724.16,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920078,order_MOCK_10078,payment,1246,24.92,4.49,29.41,1246,1216.59,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920079,order_MOCK_10079,payment,13372,267.44,48.14,315.58,13372,13056.42,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920080,order_MOCK_10080,payment,32432,648.64,116.76,765.4,32432,31666.6,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920081,order_MOCK_10081,payment,15546,310.92,55.97,366.89,15546,15179.11,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920082,order_MOCK_10082,payment,8695,173.9,31.3,205.2,8695,8489.8,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920083,order_MOCK_10083,payment,11340,226.8,40.82,267.62,11340,11072.38,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920084,order_MOCK_10084,payment,11373,227.46,40.94,268.4,11373,11104.6,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920085,order_MOCK_10085,payment,1296,25.92,4.67,30.59,1296,1265.41,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920086,order_MOCK_10086,payment,1873,37.46,6.74,44.2,1873,1828.8,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920087,order_MOCK_10087,payment,13977,279.54,50.32,329.86,13977,13647.14,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920088,order_MOCK_10088,payment,21552,431.04,77.59,508.63,21552,21043.37,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920089,order_MOCK_10089,payment,34029,680.58,122.5,803.08,34029,33225.92,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920090,order_MOCK_10090,payment,4231,84.62,15.23,99.85,4231,4131.15,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920091,order_MOCK_10091,payment,19252,385.04,69.31,454.35,19252,18797.65,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920092,order_MOCK_10092,payment,12582,251.64,45.3,296.94,12582,12285.06,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920093,order_MOCK_10093,payment,24383,487.66,87.78,575.44,24383,23807.56,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920094,order_MOCK_10094,payment,24447,488.94,88.01,576.95,24447,23870.05,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920095,order_MOCK_10095,payment,17340,346.8,62.42,409.22,17340,16930.78,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920096,order_MOCK_10096,payment,10282,205.64,37.02,242.66,10282,10039.34,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920097,order_MOCK_10097,payment,22665,453.3,81.59,534.89,22665,22130.11,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920098,order_MOCK_10098,payment,37685,753.7,135.67,889.37,37685,36795.63,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920099,order_MOCK_10099,payment,30917,618.34,111.3,729.64,30917,30187.36,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ103os78Ec,pay_N0920100,order_MOCK_10100,payment,9069,181.38,32.65,214.03,9069,8854.97,INR,2026-08-07T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920101,order_MOCK_10101,payment,18960,379.2,68.26,447.46,18960,18512.54,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920102,order_MOCK_10102,payment,3207,64.14,11.55,75.69,3207,3131.31,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920103,order_MOCK_10103,payment,36830,736.6,132.59,869.19,36830,35960.81,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920104,order_MOCK_10104,payment,34786,695.72,125.23,820.95,34786,33965.05,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920105,order_MOCK_10105,payment,34046,680.92,122.57,803.49,34046,33242.51,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920106,order_MOCK_10106,payment,30531,610.62,109.91,720.53,30531,29810.47,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920107,order_MOCK_10107,payment,7978,159.56,28.72,188.28,7978,7789.72,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920108,order_MOCK_10108,payment,26303,526.06,94.69,620.75,26303,25682.25,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920109,order_MOCK_10109,payment,30345,606.9,109.24,716.14,30345,29628.86,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920110,order_MOCK_10110,payment,16371,327.42,58.94,386.36,16371,15984.64,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920111,order_MOCK_10111,payment,4774,95.48,17.19,112.67,4774,4661.33,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920112,order_MOCK_10112,payment,9690,193.8,34.88,228.68,9690,9461.32,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920113,order_MOCK_10113,payment,11548,230.96,41.57,272.53,11548,11275.47,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920114,order_MOCK_10114,payment,36124,722.48,130.05,852.53,36124,35271.47,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920115,order_MOCK_10115,payment,28109,562.18,101.19,663.37,28109,27445.63,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920116,order_MOCK_10116,payment,25876,517.52,93.15,610.67,25876,25265.33,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920117,order_MOCK_10117,payment,21853,437.06,78.67,515.73,21853,21337.27,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920118,order_MOCK_10118,payment,15410,308.2,55.48,363.68,15410,15046.32,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920119,order_MOCK_10119,payment,31539,630.78,113.54,744.32,31539,30794.68,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920120,order_MOCK_10120,refund,-2921,0,0,2921,0,-2921,INR,2026-08-09T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920121,order_MOCK_10121,refund,-31588,0,0,31588,0,-31588,INR,2026-08-09T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920122,order_MOCK_10122,payment,15270,305.4,54.97,360.37,15270,14909.63,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920123,order_MOCK_10123,payment,31107,622.14,111.99,734.13,31107,30372.87,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920124,order_MOCK_10124,payment,1291,25.82,4.65,30.47,1291,1260.53,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920125,order_MOCK_10125,payment,24057,481.14,86.61,567.75,24057,23489.25,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920126,order_MOCK_10126,payment,32387,647.74,116.59,764.33,32387,31622.67,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920127,order_MOCK_10127,payment,37092,741.84,133.53,875.37,37092,36216.63,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920128,order_MOCK_10128,payment,17900,358,64.44,422.44,17900,17477.56,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920129,order_MOCK_10129,payment,23227,464.54,83.62,548.16,23227,22678.84,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920130,order_MOCK_10130,payment,31292,625.84,112.65,738.49,31292,30553.51,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920131,order_MOCK_10131,payment,5773,115.46,20.78,136.24,5773,5636.76,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920132,order_MOCK_10132,payment,29344,586.88,105.64,692.52,29344,28651.48,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
